"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,4631,"Ever unenthusiastic/disinterested for a whole week",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? \"  Question was introduced part way through fieldwork in April 2009.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4631"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,4642,"Ever manic/hyper for 2 days",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you ever had a period of time lasting at least two days when you were feeling so good, \"high\", excited or \"hyper\" that other people thought you were not your normal self or you were so \"hyper\" that you got into trouble?\"  Question was introduced part way through fieldwork in April 2009.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4642"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,4653,"Ever highly irritable/argumentative for 2 days",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?\"  Question was introduced part way through fieldwork in April 2009.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4653"
"Assessment centre > Touchscreen > Sociodemographics > Other sociodemographic factors",100067,4674,"Private healthcare",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100511,"ACE touchscreen question \"Do you use private healthcare?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4674"
"Assessment centre > Touchscreen > Health and medical history > Eyesight",100041,4689,"Age glaucoma diagnosed",5274,5802,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was your age when glaucoma was first diagnosed?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 69 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 4689 was collected from participants who indicated they have glaucoma, as defined by their answers to Field 6148","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4689"
"Assessment centre > Touchscreen > Health and medical history > Eyesight",100041,4700,"Age cataract diagnosed",20627,22349,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was your age when a cataract was first diagnosed?\" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer   If answer > 69 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      Field 4700 was collected from participants who indicated they have cataract, as defined by their answers to Field 6148","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4700"
"Assessment centre > Touchscreen > Health and medical history > Breathing",100037,4717,"Shortness of breath walking on level ground",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Do you get short of breath walking with people of your own age on level ground?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4717"
"Assessment centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease",100038,4728,"Leg pain on walking",231287,275256,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Do you get a pain in either leg on walking?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4728"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,4792,"Cochlear implant",231145,275109,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100352,"ACE touchscreen question \"Do you have a cochlear implant?\" Field 4792 was collected from all participants except those who indicated they were completely deaf, as defined by their answers to Field 2247","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4792"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,4803,"Tinnitus",231145,275109,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100635,"ACE touchscreen question \"Do you get or have you had noises (such as ringing or buzzing) in your head or in one or both ears that lasts for more than  five minutes at a time?\" Field 4803 was collected from all participants except those who indicated they were completely deaf, as defined by their answers to Field 2247","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4803"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,4814,"Tinnitus severity/nuisance",73279,82907,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100636,"ACE touchscreen question \"How much do these noises worry, annoy or upset you when they are at their worst?\" Field 4814 was collected from participants who hear or heard noises (such as ringing or buzzing) in their head or in one or both ears that last for more than five minutes at a time, as defined by their answers to Field 4803 and except those who indicated they were completely deaf, as defined by their answers to Field 4803","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4814"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,4825,"Noisy workplace",231145,275109,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100637,"ACE touchscreen question \"Have you ever worked in a noisy place where you had to shout to be heard?\" Field 4825 was collected from all participants except those who indicated they were completely deaf, as defined by their answers to Field 2247","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4825"
"Assessment centre > Touchscreen > Health and medical history > Hearing",100043,4836,"Loud music exposure frequency",231145,275109,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100637,"ACE touchscreen question \"Have you ever listened to music for more than 3 hours per week at a volume which you would need to shout to be heard or, if wearing headphones, someone else would need to shout for you to hear them?\" Field 4836 was collected from all participants except those who indicated they were completely deaf, as defined by their answers to Field 2247","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4836"
"Assessment centre > Physical measures > Hearing test",100049,4849,"Hearing test done",230349,274225,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100640,"ACE touchscreen question \"We would now like to measure your hearing using the headphones provided. Are you happy to do this?  (If you are wearing a hearing aid, please remove it before putting the headphones on.  If you cannot find the headphones, or need assistance putting them on, then please ask a member of staff.)\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4849"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4924,"Attempted fluid intelligence (FI) test.",224493,265803,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100642,"ACE touchscreen question \"In this next game you will have two minutes to do as many puzzle questions as possible. Don't spend too long on any one puzzle - you can skip any puzzle if you wish.\". Participants were offered the chance to skip the Fluid Intelligence test at this point.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4924"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4935,"FI1 : numeric addition test",221129,261938,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100643,"ACE touchscreen question \"Add the following numbers together: 1 2 3 4 5 - is the answer?\". Part 1 of Fluid Intelligence test.  Asked to choose from 13, 14, 15, 16 or 17.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4935"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4946,"FI2 : identify largest number",220652,261372,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100644,"ACE touchscreen question \"Which number is the largest?\". Part 2 of Fluid Intelligence test.  Asked to choose from 642, 308, 987, 714 and 253.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4946"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4957,"FI3 : word interpolation",220519,261213,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100645,"ACE touchscreen question \"Bud is to Flower as Child is to?\". Part 3 of Fluid Intelligence test. Offered choice from Grow, Develop, Improve, Adult and Old.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4957"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4968,"FI4 : positional arithmetic",220133,260766,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100646,"ACE touchscreen question \"11 12 13 14 15 16 17 18 Divide the sixth number to the right of twelve by three. Is the answer?\". Part 4 of Fluid Intelligence test. Offered choice from 5, 6, 7, or 8.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4968"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4979,"FI5 : family relationship calculation",214835,254715,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100647,"ACE touchscreen question \"If Truda's mother's brother is Tim's sister's father, what relation is Truda to Tim?\". Part 5 of Fluid Intelligence test. Offered choice from Aunt, Sister, Niece, Cousin, No-relation.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4979"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,4990,"FI6 : conditional arithmetic",194368,229762,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100648,"ACE touchscreen question \"If sixty is more than half of seventy-five, multiply twenty-three by three. If not subtract 15 from eighty-five. Is the answer?\". Part 6 of Fluid Intelligence test. Offered choice from 68, 69, 70, 71, 72.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4990"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,5001,"FI7 : synonym",160456,188452,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100649,"ACE touchscreen question \"Stop means the same as?\". Part 7 of Fluid Intelligence test.  Offered choice from Pause, Close, Cease, Break or Rest.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5001"
"Assessment centre > Cognitive function > Fluid intelligence / reasoning",100027,5012,"FI8 : chained arithmetic",146391,171514,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100650,"ACE touchscreen question \"If David is twenty-one and Owen is nineteen and Daniel is nine years younger than David, what is half their combined age?\". Part 8 of Fluid Intelligence test. Offered choice from 25, 26, 27, 28 or 29.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5012"
"Assessment centre > Touchscreen > Family history",100034,5057,"Number of older siblings",202657,241302,"Complete","Integer","","Data","Primary","Unisex",4,1,100291,"This question was introduced part way through fieldwork in April 2009.  ACE touchscreen question \"How many OLDER brothers/sisters do you have? (Please include those who have died, and twins. Do not include half-, step- or adopted brothers and sisters)\"  The following checks were performed:    If answer    If answer > 25 then rejected   If answer > 10 then participant asked to confirm     Field 5057 was collected from participants except those who indicated they were adopted as a child, as defined by their answers to Field 1767","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5057"
"Assessment centre > Eye measures > Visual acuity",100017,5074,"Number of letters shown in round (left)",133026,391699,"Complete","Integer","","Data","Auxiliary","Unisex",2,16,,"Visual acuity (left), number of letters shown in round","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5074"
