"","factor","maf_class2","prs_bin2","simid","mean_odds","ci_lower","ci_upper"
"170","f10","maf1_top",51,"f10_51_maf1_top",0.28633949935478,0.228355256432477,0.359047171375229
"171","f10","n1_10",51,"f10_51_n1_10",1.5645847479431,1.4089143030434,1.7374551654479
"172","f10","n1_10_top",51,"f10_51_n1_10_top",0.829837237669768,0.663152426525158,1.03841864023891
"173","f10","maf1",56,"f10_56_maf1",1.49934389040968,1.3401749011429,1.67741695490023
"174","f10","maf1_top",56,"f10_56_maf1_top",0.288438249579869,0.231784035239377,0.358940268404494
"175","f10","n1_10",56,"f10_56_n1_10",1.51647326792045,1.36522685185964,1.68447549151617
"176","f10","n1_10_top",56,"f10_56_n1_10_top",0.841047916456845,0.632522947505428,1.11831768407158
"177","f10","maf1",61,"f10_61_maf1",1.53649398549593,1.37417948933761,1.71798064647518
"178","f10","maf1_top",61,"f10_61_maf1_top",0.346024557215071,0.282451119442131,0.423906955767675
"179","f10","n1_10",61,"f10_61_n1_10",1.55597729902075,1.40368182105152,1.72479640240282
"180","f10","n1_10_top",61,"f10_61_n1_10_top",0.743688241147535,0.57705866161773,0.958433235315501
"181","f10","maf1",66,"f10_66_maf1",1.55183993597693,1.39032116559289,1.73212294143988
"182","f10","maf1_top",66,"f10_66_maf1_top",0.336143880489358,0.269105769947124,0.419882146758299
"183","f10","n1_10",66,"f10_66_n1_10",1.59599700147254,1.43062558364597,1.78048432645652
"184","f10","n1_10_top",66,"f10_66_n1_10_top",0.8485646896387,0.641479365756757,1.12250225173208
"185","f10","maf1",71,"f10_71_maf1",1.63150457335358,1.45661906307233,1.82738729730704
"186","f10","maf1_top",71,"f10_71_maf1_top",0.379963118994985,0.303461805152741,0.475750059298996
"187","f10","n1_10",71,"f10_71_n1_10",1.59477818225519,1.4253379776428,1.78436096595367
"188","f10","n1_10_top",71,"f10_71_n1_10_top",0.98248745555299,0.774229402341702,1.24676432772953
"189","f10","maf1",76,"f10_76_maf1",1.68566786046258,1.507671850554,1.88467811132269
"190","f10","maf1_top",76,"f10_76_maf1_top",0.464725124520125,0.370720106056855,0.582567381244554
"191","f10","n1_10",76,"f10_76_n1_10",1.67871019096561,1.50949286216509,1.86689713869186
"192","f10","n1_10_top",76,"f10_76_n1_10_top",0.907060226661973,0.709635215280024,1.15941012660626
"193","f10","maf1",81,"f10_81_maf1",1.80127468439371,1.62429548482361,1.99753709774673
"194","f10","maf1_top",81,"f10_81_maf1_top",0.69773084323456,0.567365049330065,0.858051320178514
"195","f10","n1_10",81,"f10_81_n1_10",1.72358401858654,1.55214873041845,1.91395438523862
"196","f10","n1_10_top",81,"f10_81_n1_10_top",1.16774398407337,0.944565394782381,1.44365442548709
"197","f10","maf1",86,"f10_86_maf1",1.89714930665246,1.71243207516009,2.10179168209953
"198","f10","maf1_top",86,"f10_86_maf1_top",1.01873347947003,0.840990902154316,1.2340417708855
"199","f10","n1_10",86,"f10_86_n1_10",1.72441839809949,1.54686112112264,1.92235668160429
"200","f10","n1_10_top",86,"f10_86_n1_10_top",1.45693280573585,1.16910563386538,1.8156213937754
"201","f10","maf1",91,"f10_91_maf1",2.16592685019758,1.94270260826669,2.41480044369345
"202","f10","maf1_top",91,"f10_91_maf1_top",1.85022212812526,1.53499543422229,2.23018378236337
"203","f10","n1_10",91,"f10_91_n1_10",2.20043522028187,1.97971678260915,2.44576153578673
